sale_id,sale_date,customer_id,product_id,quantity,monthly_price,revenue
710,16/08/2024,460,4,2,300,600
711,17/08/2024,347,4,1,300,300
712,11/05/2023,325,3,2,120,240
713,25/11/2023,1957,5,3,500,1500
714,03/09/2024,667,3,2,120,240
715,13/09/2023,1623,3,3,120,360
716,23/04/2024,1057,1,2,80,160
717,14/07/2024,68,1,1,80,80
718,04/03/2023,187,4,1,300,300
719,07/11/2023,192,3,2,120,240
720,11/02/2024,1237,4,3,300,900
721,15/04/2023,1624,5,3,500,1500
722,08/09/2024,428,2,2,200,400
723,15/01/2023,1375,1,1,80,80
724,17/11/2024,1132,5,3,500,1500
725,16/09/2023,1264,5,2,500,1000
726,23/12/2024,216,1,3,80,240
727,16/02/2024,177,1,1,80,80
728,16/09/2023,1589,3,3,120,360
729,05/09/2024,1354,4,2,300,600
730,17/09/2023,561,5,3,500,1500
731,01/11/2024,881,3,3,120,360
732,14/02/2023,626,3,1,120,120
733,27/11/2023,1474,5,1,500,500
734,14/06/2023,607,5,1,500,500
735,12/07/2023,1471,2,1,200,200
736,04/06/2024,1561,4,2,300,600
737,05/02/2024,1668,5,3,500,1500
738,09/01/2024,179,1,3,80,240
739,06/03/2023,395,2,3,200,600
740,22/01/2024,1169,4,3,300,900
741,09/05/2024,876,1,2,80,160
742,23/11/2024,962,1,1,80,80
743,19/02/2024,198,4,3,300,900
744,30/01/2023,969,2,3,200,600
745,23/09/2023,1861,1,1,80,80
746,24/11/2023,1108,3,1,120,120
747,06/05/2024,669,4,3,300,900
748,05/08/2023,1109,4,1,300,300
749,16/11/2023,457,5,3,500,1500
750,03/02/2024,1500,2,3,200,600
751,15/04/2023,1277,3,3,120,360
752,26/11/2024,1911,3,3,120,360
753,26/11/2023,72,5,3,500,1500
754,21/10/2024,223,1,3,80,240
755,08/09/2024,276,1,1,80,80
756,16/02/2023,1819,3,2,120,240
757,21/08/2024,1800,2,2,200,400
758,02/10/2024,1270,1,3,80,240
759,10/11/2023,1365,4,1,300,300
760,27/05/2023,573,5,3,500,1500
761,06/04/2024,924,2,1,200,200
762,06/08/2024,471,1,3,80,240
763,30/04/2024,454,3,3,120,360
764,13/10/2024,1795,5,2,500,1000
765,14/02/2024,1989,1,1,80,80
766,27/01/2023,969,3,1,120,120
767,29/01/2023,7,1,2,80,160
768,28/09/2023,188,5,2,500,1000
769,16/11/2024,4,4,2,300,600
770,15/05/2024,1767,4,2,300,600
771,10/09/2023,1669,3,1,120,120
772,20/01/2024,907,4,1,300,300
773,01/03/2023,1149,5,2,500,1000
774,17/04/2023,1039,3,3,120,360
775,08/08/2023,960,1,3,80,240
776,16/03/2024,525,2,3,200,600
777,19/10/2024,630,1,3,80,240
778,17/07/2024,1264,5,1,500,500
779,25/07/2024,775,3,1,120,120
780,29/06/2024,360,1,1,80,80
781,06/04/2023,518,3,3,120,360
782,30/03/2023,1976,4,2,300,600
783,19/08/2023,1344,2,3,200,600
784,02/10/2023,1255,5,1,500,500
785,03/09/2023,1970,1,3,80,240
786,21/04/2023,1054,2,2,200,400
787,22/08/2023,1558,5,2,500,1000
788,05/10/2023,921,5,3,500,1500
789,21/04/2024,1180,4,1,300,300
790,21/02/2024,1654,3,1,120,120
791,08/11/2024,852,3,1,120,120
792,08/05/2023,935,2,3,200,600
793,25/08/2023,1987,4,1,300,300
794,10/09/2024,901,5,3,500,1500
795,08/05/2023,1729,4,1,300,300
796,07/12/2024,399,4,2,300,600
797,29/01/2024,1370,2,2,200,400
798,19/04/2024,1219,3,1,120,120
799,16/10/2024,168,4,3,300,900
800,30/01/2024,377,4,1,300,300
801,21/04/2023,1513,4,3,300,900
802,31/03/2023,1775,1,2,80,160
803,07/10/2023,1386,4,3,300,900
804,29/11/2023,1506,4,1,300,300
805,12/08/2023,1268,5,2,500,1000
806,11/04/2023,1605,1,3,80,240
807,12/05/2023,607,4,3,300,900
808,13/01/2023,1011,4,2,300,600
809,01/04/2024,589,2,1,200,200
810,16/03/2024,1195,2,2,200,400
811,08/04/2023,1537,1,1,80,80
812,30/04/2023,1430,5,1,500,500
813,20/10/2023,1598,1,3,80,240
814,11/12/2024,1231,1,1,80,80
815,01/01/2023,1178,2,1,200,200
816,25/07/2024,1810,2,2,200,400
817,07/09/2023,48,5,2,500,1000
818,13/10/2024,1673,4,1,300,300
819,29/05/2023,1025,5,3,500,1500
820,30/01/2024,1771,4,2,300,600
821,13/02/2023,1929,3,3,120,360
822,28/11/2024,1792,2,2,200,400
823,11/09/2024,1431,3,2,120,240
824,13/02/2023,1131,3,1,120,120
825,19/03/2023,173,2,2,200,400
826,14/08/2023,506,3,2,120,240
827,11/06/2023,1154,1,3,80,240
828,10/09/2023,398,4,2,300,600
829,12/05/2023,294,5,2,500,1000
830,23/03/2024,552,2,3,200,600
831,18/04/2024,1471,1,1,80,80
832,17/10/2024,850,5,1,500,500
833,19/04/2023,1040,5,2,500,1000
834,06/12/2024,1663,5,2,500,1000
835,04/02/2023,885,3,3,120,360
836,11/04/2024,1373,3,1,120,120
837,02/10/2023,1004,3,1,120,120
838,06/07/2023,1227,3,1,120,120
839,31/08/2023,134,1,3,80,240
840,21/09/2023,771,3,3,120,360
841,05/06/2024,1550,2,3,200,600
842,08/11/2024,508,5,2,500,1000
843,24/06/2024,1090,1,1,80,80
844,28/03/2023,480,3,2,120,240
845,18/06/2024,863,5,2,500,1000
846,29/07/2023,459,1,3,80,240
847,15/02/2023,1366,5,1,500,500
848,11/04/2024,1731,1,2,80,160
849,23/06/2024,626,4,1,300,300
850,26/01/2023,159,1,2,80,160
851,23/09/2023,161,3,3,120,360
852,24/06/2023,1278,5,2,500,1000
853,30/05/2024,1921,5,3,500,1500
854,07/11/2023,940,5,1,500,500
855,18/11/2023,1551,2,2,200,400
856,01/08/2024,1573,2,2,200,400
857,15/05/2023,155,3,3,120,360
858,24/02/2023,486,4,3,300,900
859,26/06/2024,432,2,1,200,200
860,08/08/2024,1051,1,3,80,240
861,14/06/2024,1004,3,1,120,120
862,05/06/2023,1036,4,2,300,600
863,29/10/2024,67,1,1,80,80
864,27/05/2023,542,5,1,500,500
865,29/04/2024,96,2,1,200,200
866,21/08/2024,215,1,2,80,160
867,20/01/2023,194,4,2,300,600
868,26/09/2023,1671,3,3,120,360
869,29/11/2023,1314,1,1,80,80
870,08/07/2024,1568,3,2,120,240
871,05/02/2024,885,5,1,500,500
872,02/11/2023,39,4,1,300,300
873,28/01/2023,1888,4,1,300,300
874,11/04/2024,939,2,2,200,400
875,17/09/2023,939,4,1,300,300
876,17/06/2024,206,1,1,80,80
877,11/04/2023,1923,1,3,80,240
878,04/07/2024,942,1,1,80,80
879,19/12/2023,1952,5,3,500,1500
880,27/10/2023,555,4,1,300,300
881,12/11/2024,484,4,3,300,900
882,23/10/2023,1361,1,2,80,160
883,19/12/2023,1520,2,2,200,400
884,10/05/2023,771,2,1,200,200
885,05/06/2023,249,4,3,300,900
886,15/03/2023,1098,4,2,300,600
887,08/12/2023,373,3,1,120,120
888,09/04/2024,1855,4,1,300,300
889,31/03/2023,879,1,3,80,240
890,01/08/2024,1832,5,3,500,1500
891,30/03/2024,1810,4,1,300,300
892,12/12/2024,835,4,3,300,900
893,28/11/2023,871,1,3,80,240
894,14/12/2023,702,3,2,120,240
895,21/08/2023,138,4,3,300,900
896,20/08/2024,948,2,1,200,200
897,12/04/2023,457,2,3,200,600
898,25/04/2024,814,2,1,200,200
899,02/08/2023,823,5,1,500,500
900,18/04/2023,942,5,3,500,1500
901,14/06/2023,1867,4,3,300,900
902,25/08/2024,444,4,3,300,900
903,04/12/2024,353,4,2,300,600
904,01/12/2023,996,5,2,500,1000
905,27/03/2023,794,4,3,300,900
906,28/02/2024,411,1,1,80,80
907,04/09/2024,678,3,3,120,360
908,30/12/2023,1814,2,2,200,400
909,01/03/2023,1562,2,2,200,400
910,26/04/2024,453,1,3,80,240
911,07/09/2023,419,4,1,300,300
912,13/07/2024,450,5,1,500,500
913,27/04/2023,995,4,2,300,600
914,28/06/2024,1609,4,2,300,600
915,13/02/2023,1139,2,2,200,400
916,23/05/2024,51,2,1,200,200
917,14/06/2023,1393,5,2,500,1000
918,03/01/2024,1938,2,2,200,400
919,19/10/2023,1707,4,1,300,300
920,13/10/2023,1804,1,2,80,160
921,23/07/2023,1539,5,2,500,1000
922,14/11/2024,210,1,3,80,240
923,07/06/2024,888,4,2,300,600
924,01/05/2023,998,5,3,500,1500
925,25/10/2024,1927,1,2,80,160
926,25/10/2024,993,5,2,500,1000
927,07/07/2023,1926,4,3,300,900
928,13/01/2023,850,5,2,500,1000
929,25/08/2024,1837,4,3,300,900
930,19/07/2023,1919,5,2,500,1000
931,08/08/2024,1878,5,3,500,1500
932,31/03/2024,627,2,3,200,600
933,23/03/2024,679,4,2,300,600
934,12/03/2023,1459,3,2,120,240
935,12/08/2024,777,5,3,500,1500
936,10/05/2023,1251,1,1,80,80
937,12/02/2023,663,2,2,200,400
938,03/06/2024,268,2,2,200,400
939,13/01/2023,116,5,1,500,500
940,25/12/2024,1624,3,1,120,120
941,14/09/2024,1854,2,3,200,600
942,18/06/2024,754,4,2,300,600
943,29/10/2023,1384,5,3,500,1500
944,10/06/2024,1353,5,2,500,1000
945,03/10/2024,1869,3,1,120,120
946,26/07/2024,1064,4,3,300,900
947,25/04/2023,182,4,2,300,600
948,04/04/2024,1514,3,2,120,240
949,19/05/2024,1233,1,1,80,80
950,04/11/2023,903,4,1,300,300
951,21/11/2023,1297,1,2,80,160
952,01/08/2024,1143,1,1,80,80
953,24/06/2023,1406,5,1,500,500
954,28/05/2024,946,5,3,500,1500
955,21/06/2023,1560,2,2,200,400
956,16/05/2024,258,5,3,500,1500
957,30/11/2023,1507,4,1,300,300
958,11/10/2023,509,4,2,300,600
959,19/04/2024,92,1,1,80,80
960,23/02/2023,1185,4,1,300,300
961,02/04/2024,149,5,2,500,1000
962,01/08/2024,117,5,1,500,500
963,24/02/2024,458,5,3,500,1500
964,05/09/2024,565,3,2,120,240
965,23/09/2024,814,4,1,300,300
966,03/12/2024,45,2,1,200,200
967,13/02/2024,1801,4,1,300,300
968,31/10/2023,774,4,2,300,600
969,12/07/2024,1843,3,3,120,360
970,10/08/2023,234,4,1,300,300
971,16/06/2024,1399,1,1,80,80
972,07/06/2023,1571,5,1,500,500
973,14/12/2023,1874,5,2,500,1000
974,08/06/2023,1973,3,1,120,120
975,23/08/2023,1939,5,1,500,500
976,23/10/2024,197,1,1,80,80
977,09/02/2024,25,3,2,120,240
978,14/09/2023,395,2,3,200,600
979,07/11/2024,714,5,2,500,1000
980,11/08/2024,1809,4,3,300,900
981,19/08/2024,1060,1,3,80,240
982,11/07/2024,1498,1,2,80,160
983,16/02/2023,223,5,1,500,500
984,01/08/2023,864,2,3,200,600
985,23/04/2024,1813,4,1,300,300
986,01/05/2024,530,2,3,200,600
987,24/07/2024,1212,2,1,200,200
988,19/07/2024,1426,5,1,500,500
989,08/12/2023,257,4,2,300,600
990,07/06/2024,654,5,1,500,500
991,04/12/2024,1160,5,3,500,1500
992,17/05/2024,1986,1,1,80,80
993,06/01/2023,1843,5,1,500,500
994,24/05/2023,591,3,1,120,120
995,18/09/2023,444,4,3,300,900
996,07/08/2024,418,1,3,80,240
997,16/11/2024,1316,4,3,300,900
998,20/08/2023,574,1,1,80,80
999,27/09/2023,129,3,2,120,240
1000,22/03/2024,1011,5,3,500,1500
1001,10/08/2023,341,1,1,80,80
1002,21/02/2023,810,1,3,80,240
1003,26/04/2023,1281,1,2,80,160
1004,21/06/2024,992,3,1,120,120
1005,18/07/2024,1748,4,3,300,900
1006,24/06/2024,1590,3,3,120,360
1007,19/01/2023,1711,1,2,80,160
1008,27/01/2024,100,1,3,80,240
1009,20/09/2024,39,5,1,500,500
1010,09/09/2024,1950,3,1,120,120
1011,23/02/2024,263,3,2,120,240
1012,05/11/2023,150,2,2,200,400
1013,05/07/2023,1657,4,2,300,600
1014,18/09/2023,690,2,1,200,200
1015,11/06/2024,813,2,2,200,400
1016,30/09/2023,1354,4,3,300,900
1017,09/06/2023,1144,5,3,500,1500
1018,12/08/2023,1608,5,1,500,500
1019,13/09/2023,219,4,3,300,900
1020,29/06/2023,906,4,2,300,600
1021,20/01/2023,1934,3,3,120,360
1022,15/09/2024,1838,3,2,120,240
1023,23/09/2024,1147,3,3,120,360
1024,06/12/2024,244,3,1,120,120
1025,12/04/2024,886,1,2,80,160
1026,14/09/2024,587,1,3,80,240
1027,29/07/2023,518,5,1,500,500
1028,27/05/2024,1045,1,3,80,240
1029,27/02/2023,190,1,1,80,80
1030,03/04/2023,1249,3,3,120,360
1031,09/08/2023,915,3,2,120,240
1032,23/12/2024,615,4,2,300,600
1033,20/08/2023,856,3,2,120,240
1034,30/12/2023,466,4,2,300,600
1035,06/09/2024,99,4,2,300,600
1036,15/07/2024,830,1,3,80,240
1037,09/01/2024,1387,3,3,120,360
1038,13/09/2024,997,1,3,80,240
1039,31/03/2024,1107,3,3,120,360
1040,29/03/2023,1717,1,2,80,160
1041,20/01/2023,1688,1,1,80,80
1042,14/01/2023,56,1,2,80,160
1043,13/05/2023,1726,5,3,500,1500
1044,03/02/2023,1954,1,2,80,160
1045,27/07/2023,1046,2,2,200,400
1046,18/07/2023,580,2,2,200,400
1047,14/08/2024,185,2,1,200,200
1048,05/08/2024,522,4,2,300,600
1049,04/06/2023,1602,1,2,80,160
1050,12/08/2024,264,2,1,200,200
1051,19/03/2023,1249,4,2,300,600
1052,21/06/2023,1659,2,2,200,400
1053,16/10/2023,1062,3,2,120,240
1054,28/06/2024,1003,5,2,500,1000
1055,24/02/2024,123,1,2,80,160
1056,07/01/2023,1854,5,3,500,1500
1057,09/06/2023,1180,5,2,500,1000
1058,28/08/2023,1930,3,1,120,120
1059,27/02/2024,301,3,2,120,240
1060,19/06/2024,833,3,3,120,360
1061,26/12/2024,1091,4,1,300,300
1062,11/03/2023,1929,2,1,200,200
1063,04/08/2023,645,1,2,80,160
1064,14/04/2023,874,3,3,120,360
1065,27/12/2024,394,1,2,80,160
1066,23/02/2023,1676,1,3,80,240
1067,26/11/2023,1618,1,3,80,240
1068,22/07/2023,1594,3,2,120,240
1069,15/10/2023,661,3,3,120,360
1070,14/02/2023,1429,2,2,200,400
1071,17/07/2023,1473,3,3,120,360
1072,04/08/2023,1155,3,1,120,120
1073,25/04/2024,69,1,2,80,160
1074,05/11/2023,1369,2,3,200,600
1075,10/03/2024,762,5,1,500,500
1076,28/11/2023,320,3,1,120,120
1077,26/11/2024,177,3,1,120,120
1078,27/01/2023,584,5,1,500,500
1079,15/06/2023,1553,1,2,80,160
1080,14/11/2023,1865,2,3,200,600
1081,01/10/2023,1184,1,1,80,80
1082,18/01/2024,582,4,3,300,900
1083,31/12/2023,1649,3,3,120,360
1084,13/04/2023,1768,4,3,300,900
1085,17/05/2024,1557,3,2,120,240
1086,08/01/2024,1159,4,2,300,600
1087,07/09/2024,1799,5,1,500,500
1088,02/09/2023,111,3,3,120,360
1089,18/06/2023,999,3,2,120,240
1090,19/09/2024,758,4,2,300,600
1091,14/10/2024,283,2,2,200,400
1092,22/02/2024,1544,4,1,300,300
1093,22/12/2023,1993,3,2,120,240
1094,22/04/2024,1820,3,3,120,360
1095,05/05/2023,1743,2,2,200,400
1096,20/06/2024,194,1,2,80,160
1097,06/12/2024,967,2,1,200,200
1098,03/09/2024,1071,1,3,80,240
1099,06/02/2024,978,3,2,120,240
1100,31/05/2024,342,5,3,500,1500
1101,14/06/2024,1266,5,3,500,1500
1102,12/11/2024,522,4,2,300,600
1103,11/09/2023,1394,2,1,200,200
1104,01/05/2023,801,2,3,200,600
1105,01/02/2023,903,5,2,500,1000
1106,22/10/2024,131,1,3,80,240
1107,06/02/2023,1294,2,3,200,600
1108,19/11/2024,1964,1,3,80,240
1109,08/12/2023,814,1,2,80,160
1110,13/01/2023,61,1,3,80,240
1111,02/07/2023,164,1,3,80,240
1112,18/10/2024,1549,4,1,300,300
1113,22/09/2023,272,4,2,300,600
1114,29/03/2023,1744,5,2,500,1000
1115,06/04/2024,1782,4,3,300,900
1116,15/02/2023,133,2,1,200,200
1117,27/01/2024,1268,4,3,300,900
1118,29/04/2023,1830,2,3,200,600
1119,14/06/2024,998,2,2,200,400
1120,22/03/2024,1458,1,1,80,80
1121,28/08/2024,38,5,3,500,1500
1122,15/02/2023,1895,1,2,80,160
1123,22/05/2024,1592,1,3,80,240
1124,11/07/2024,1343,4,3,300,900
1125,09/06/2024,1534,4,1,300,300
1126,19/08/2024,1400,2,1,200,200
1127,03/01/2023,1584,4,1,300,300
1128,28/01/2023,617,4,3,300,900
1129,16/01/2024,474,3,1,120,120
1130,06/06/2023,59,2,2,200,400
1131,25/05/2024,589,2,3,200,600
1132,29/11/2023,1964,3,1,120,120
1133,17/11/2024,499,2,3,200,600
1134,24/04/2023,1242,5,3,500,1500
1135,24/01/2024,1919,5,2,500,1000
1136,01/05/2024,567,3,2,120,240
1137,07/09/2023,567,4,2,300,600
1138,24/07/2024,1153,5,3,500,1500
1139,15/12/2024,904,3,3,120,360
1140,11/11/2023,383,5,2,500,1000
1141,27/08/2023,1412,1,3,80,240
1142,22/08/2023,85,3,2,120,240
1143,30/10/2023,1534,2,2,200,400
1144,29/08/2024,1750,5,1,500,500
1145,14/10/2024,627,2,2,200,400
1146,30/11/2023,1461,3,1,120,120
1147,23/04/2023,826,5,2,500,1000
1148,12/09/2024,293,2,3,200,600
1149,28/12/2023,1073,4,1,300,300
1150,07/04/2023,1091,4,3,300,900
1151,16/01/2023,787,1,3,80,240
1152,09/07/2024,129,3,2,120,240
1153,11/01/2024,29,2,2,200,400
1154,25/01/2024,1367,1,3,80,240
1155,11/09/2024,1569,3,2,120,240
1156,05/08/2023,1143,4,2,300,600
1157,03/02/2024,692,2,2,200,400
1158,17/09/2023,1961,5,3,500,1500
1159,16/11/2023,1687,4,1,300,300
1160,15/07/2023,133,5,1,500,500
1161,22/04/2024,1351,5,3,500,1500
1162,22/02/2024,1209,2,2,200,400
1163,19/04/2024,1530,2,2,200,400
1164,29/08/2024,646,5,1,500,500
1165,21/07/2024,689,1,3,80,240
1166,27/06/2024,534,5,3,500,1500
1167,19/08/2023,1265,5,2,500,1000
1168,04/06/2024,1613,2,2,200,400
1169,03/12/2024,1740,3,2,120,240
1170,19/07/2023,516,4,3,300,900
1171,03/11/2024,1864,2,1,200,200
1172,21/08/2024,960,1,3,80,240
1173,21/01/2023,165,4,3,300,900
1174,07/11/2023,927,2,3,200,600
1175,10/08/2024,933,2,1,200,200
1176,14/10/2024,1664,3,2,120,240
1177,29/09/2024,557,1,2,80,160
1178,18/08/2024,1242,1,3,80,240
1179,09/03/2024,1771,2,3,200,600
1180,06/01/2024,1672,3,1,120,120
1181,13/07/2024,680,2,1,200,200
1182,19/03/2023,993,5,2,500,1000
1183,25/06/2024,1773,5,3,500,1500
1184,12/10/2023,1629,3,1,120,120
1185,09/10/2024,1029,2,1,200,200
1186,20/05/2023,1692,3,3,120,360
1187,06/07/2024,757,2,3,200,600
1188,09/10/2023,1896,2,3,200,600
1189,15/07/2024,1105,5,3,500,1500
1190,15/09/2023,1271,4,3,300,900
1191,26/12/2023,855,1,3,80,240
1192,15/03/2024,493,1,1,80,80
1193,27/09/2023,649,3,3,120,360
1194,14/05/2023,1410,1,2,80,160
1195,01/10/2024,1599,5,3,500,1500
1196,14/04/2023,992,4,2,300,600
1197,05/04/2023,1331,2,2,200,400
1198,29/12/2024,628,2,2,200,400
1199,26/07/2024,625,5,3,500,1500
1200,24/04/2024,543,1,3,80,240
1201,29/08/2023,7,2,2,200,400
1202,13/01/2023,1950,1,3,80,240
1203,27/05/2023,954,5,1,500,500
1204,23/08/2024,515,2,1,200,200
1205,05/04/2023,1843,3,1,120,120
1206,20/10/2023,755,4,1,300,300
1207,25/01/2023,1592,1,3,80,240
1208,29/09/2023,73,1,2,80,160
1209,19/05/2024,10,1,3,80,240
1210,15/06/2023,1597,1,1,80,80
1211,28/03/2023,562,5,3,500,1500
1212,15/10/2024,122,5,3,500,1500
1213,07/10/2024,687,5,1,500,500
1214,29/09/2024,513,5,2,500,1000
1215,05/05/2024,990,2,3,200,600
1216,21/05/2023,441,5,3,500,1500
1217,13/04/2023,1062,2,1,200,200
1218,14/08/2023,702,3,2,120,240
1219,28/07/2024,591,5,1,500,500
1220,21/10/2023,1369,3,1,120,120
1221,02/11/2023,1990,5,3,500,1500
1222,11/09/2023,1362,3,2,120,240
1223,29/06/2023,1985,4,1,300,300
1224,09/02/2023,1726,3,3,120,360
1225,01/12/2024,1208,2,1,200,200
1226,03/06/2024,67,1,3,80,240
1227,07/09/2024,17,3,2,120,240
1228,29/06/2024,1407,1,1,80,80
1229,24/08/2023,368,4,2,300,600
1230,07/04/2024,904,4,2,300,600
1231,16/08/2023,1340,2,3,200,600
1232,30/11/2024,1521,2,1,200,200
1233,27/04/2024,1832,3,1,120,120
1234,05/03/2024,721,5,3,500,1500
1235,22/01/2023,1369,4,3,300,900
1236,09/12/2023,958,1,2,80,160
1237,09/02/2023,1577,5,1,500,500
1238,22/06/2023,908,4,1,300,300
1239,14/03/2024,989,3,3,120,360
1240,28/06/2023,473,4,3,300,900
1241,20/08/2024,115,2,3,200,600
1242,13/05/2023,100,1,1,80,80
1243,17/12/2023,1909,1,1,80,80
1244,08/06/2024,438,2,2,200,400
1245,23/06/2024,1369,5,3,500,1500
1246,20/05/2024,349,2,2,200,400
1247,25/03/2023,139,1,1,80,80
1248,08/04/2024,828,3,2,120,240
1249,09/12/2023,324,5,2,500,1000
1250,07/10/2023,846,4,2,300,600
1251,20/09/2023,1326,3,3,120,360
1252,15/06/2023,294,5,1,500,500
1253,20/10/2023,1981,1,3,80,240
1254,23/05/2024,1553,1,2,80,160
1255,02/08/2024,1858,3,3,120,360
1256,14/08/2023,968,5,1,500,500
1257,19/06/2023,1316,4,1,300,300
1258,20/08/2024,74,4,2,300,600
1259,06/10/2024,1799,2,2,200,400
1260,23/03/2024,484,3,3,120,360
1261,20/11/2024,16,5,1,500,500
1262,16/05/2024,1550,3,1,120,120
1263,10/06/2024,1360,4,3,300,900
1264,14/01/2024,793,5,1,500,500
1265,20/07/2023,1897,1,2,80,160
1266,10/09/2024,516,1,2,80,160
1267,07/09/2023,925,5,3,500,1500
1268,13/02/2024,1151,3,3,120,360
1269,23/08/2024,824,3,3,120,360
1270,05/05/2023,518,1,2,80,160
1271,23/04/2023,129,1,3,80,240
1272,17/05/2023,511,4,1,300,300
1273,10/05/2024,423,5,3,500,1500
1274,08/11/2024,385,3,1,120,120
1275,30/05/2023,1907,4,2,300,600
1276,09/12/2023,232,3,1,120,120
1277,02/08/2024,959,1,1,80,80
1278,17/11/2023,825,5,1,500,500
1279,15/06/2024,1219,2,2,200,400
1280,16/10/2023,65,5,1,500,500
1281,03/05/2024,833,2,1,200,200
1282,06/05/2024,615,4,3,300,900
1283,03/09/2024,1301,2,3,200,600
1284,09/09/2023,1694,2,3,200,600
1285,18/03/2023,1248,4,1,300,300
1286,08/10/2024,801,5,1,500,500
1287,27/01/2024,1968,4,2,300,600
1288,16/02/2024,278,1,1,80,80
1289,22/06/2023,1718,1,1,80,80
1290,20/07/2023,366,2,2,200,400
1291,05/08/2023,516,4,1,300,300
1292,11/01/2024,1239,4,2,300,600
1293,20/12/2024,439,4,2,300,600
1294,08/08/2024,428,5,3,500,1500
1295,11/01/2023,729,3,1,120,120
1296,12/01/2023,396,3,3,120,360
1297,12/08/2024,1233,3,1,120,120
1298,10/03/2024,1525,5,3,500,1500
1299,14/11/2024,1487,4,2,300,600
1300,30/08/2024,586,3,2,120,240
1301,08/01/2024,1251,4,2,300,600
1302,30/09/2023,375,2,2,200,400
1303,21/11/2024,1524,3,1,120,120
1304,29/07/2024,948,2,1,200,200
1305,23/05/2024,93,5,3,500,1500
1306,12/05/2023,1484,1,1,80,80
1307,15/11/2023,1601,5,1,500,500
1308,12/09/2024,321,5,3,500,1500
1309,17/06/2023,1034,5,2,500,1000
1310,01/02/2024,914,3,3,120,360
1311,29/06/2023,1327,2,3,200,600
1312,27/02/2023,1346,3,2,120,240
1313,24/04/2024,1841,1,3,80,240
1314,13/08/2024,1480,5,3,500,1500
1315,04/04/2024,1302,4,3,300,900
1316,02/03/2023,1622,1,1,80,80
1317,04/01/2024,1562,2,2,200,400
1318,01/05/2023,1754,1,2,80,160
1319,19/12/2024,1417,3,3,120,360
1320,29/06/2024,917,4,1,300,300
1321,04/08/2024,95,3,2,120,240
1322,17/01/2023,1780,5,2,500,1000
1323,10/05/2024,959,5,3,500,1500
1324,11/05/2024,1131,1,3,80,240
1325,19/05/2024,1414,5,3,500,1500
1326,15/06/2024,1784,5,2,500,1000
1327,11/11/2023,1550,2,3,200,600
1328,10/03/2023,1697,2,3,200,600
1329,27/12/2024,71,3,3,120,360
1330,10/06/2023,664,3,1,120,120
1331,05/09/2024,969,2,3,200,600
1332,18/12/2024,587,1,2,80,160
1333,25/05/2023,1400,2,3,200,600
1334,22/07/2024,727,3,2,120,240
1335,17/08/2024,368,4,1,300,300
1336,20/01/2024,51,5,1,500,500
1337,26/09/2023,1922,4,3,300,900
1338,29/03/2024,1167,4,2,300,600
1339,29/11/2024,1443,5,3,500,1500
1340,01/06/2024,1572,2,3,200,600
1341,16/12/2023,1524,1,2,80,160
1342,20/04/2023,1910,4,2,300,600
1343,27/04/2024,988,1,2,80,160
1344,11/02/2024,1191,3,2,120,240
1345,11/10/2024,1772,4,2,300,600
1346,20/02/2023,260,3,1,120,120
1347,07/02/2024,1216,2,1,200,200
1348,16/07/2024,1226,4,1,300,300
1349,20/04/2024,1798,3,2,120,240
1350,28/03/2023,1209,3,2,120,240
1351,09/03/2023,158,2,2,200,400
1352,18/08/2024,1782,1,3,80,240
1353,11/02/2023,1646,1,1,80,80
1354,31/12/2024,99,4,1,300,300
1355,26/02/2023,241,2,3,200,600
1356,15/07/2023,1515,4,3,300,900
1357,08/11/2024,202,1,1,80,80
1358,03/03/2023,634,2,2,200,400
1359,20/09/2023,1533,5,1,500,500
1360,22/04/2023,1653,2,2,200,400
1361,11/12/2024,1120,2,1,200,200
1362,27/06/2023,746,5,1,500,500
1363,26/01/2023,490,3,3,120,360
1364,14/02/2024,579,3,3,120,360
1365,14/06/2024,1912,3,2,120,240
1366,13/11/2023,1242,1,2,80,160
1367,15/06/2024,527,2,1,200,200
1368,16/04/2023,273,5,3,500,1500
1369,08/04/2024,1243,1,2,80,160
1370,03/09/2023,786,5,2,500,1000
1371,22/03/2023,1907,1,2,80,160
1372,23/10/2024,1683,1,1,80,80
1373,31/01/2024,1356,1,2,80,160
1374,05/06/2024,1880,5,2,500,1000
1375,21/09/2023,453,4,3,300,900
1376,22/10/2024,1176,1,3,80,240
1377,01/10/2023,347,3,3,120,360
1378,06/12/2024,816,2,1,200,200
1379,21/06/2023,414,4,3,300,900
1380,22/09/2023,1551,4,3,300,900
1381,26/01/2023,431,5,3,500,1500
1382,13/04/2024,379,4,3,300,900
1383,20/04/2024,998,5,2,500,1000
1384,22/12/2023,895,5,1,500,500
1385,26/01/2023,428,3,2,120,240
1386,03/02/2023,1890,1,2,80,160
1387,21/09/2023,1947,4,1,300,300
1388,18/05/2023,1108,1,2,80,160
1389,25/11/2024,192,1,3,80,240
1390,19/07/2024,41,1,1,80,80
1391,06/04/2024,1888,5,2,500,1000
1392,17/06/2023,1860,1,2,80,160
1393,22/09/2024,1797,4,3,300,900
1394,16/10/2024,1333,5,2,500,1000
1395,22/03/2023,1402,4,2,300,600
1396,11/02/2024,136,5,2,500,1000
1397,27/07/2024,1814,2,1,200,200
1398,15/02/2023,106,2,1,200,200
1399,21/08/2024,519,2,2,200,400
